st;en;duration;height;Rmax;Rmax10;st;en;duration;height;Rmax;Rmax10;st;en;duration;height;Rmax;Rmax10;st;en;duration;height;Rmax;Rmax10
2013-09-20 11:25:00;2013-09-20 13:38:00;133;0,3;2,1;0,4;2013-09-20 12:05:00;2013-09-20 12:08:00;3;0,1;5,9;0,6;2013-09-20 11:25:00;2013-09-20 13:00:00;95;0,4;6,4;0,6;2013-09-20 11:28:00;2013-09-20 13:38:00;130;0,3;6,1;0,6
2013-09-26 06:09:00;2013-09-26 07:53:00;104;0,6;4,2;1,2;2013-09-26 06:09:00;2013-09-26 07:53:00;104;0,6;5,9;1,2;2013-09-26 06:12:00;2013-09-26 07:30:00;78;0,6;6,4;1,3;2013-09-26 06:10:00;2013-09-26 07:36:00;86;0,5;6,1;1,2
2013-09-26 09:47:00;2013-09-26 09:50:00;3;0;2,1;0,2;NA;NA;0;0;0;0;2013-09-26 09:47:00;2013-09-26 09:50:00;3;0,1;6,4;0,6;NA;NA;0;0;0;0
2013-09-26 13:35:00;2013-09-26 14:32:00;57;1,6;10,3;4,3;2013-09-26 13:35:00;2013-09-26 14:32:00;57;1,8;18,7;4,9;2013-09-26 13:38:00;2013-09-26 14:32:00;54;1,1;6,4;3,1;2013-09-26 13:36:00;2013-09-26 14:31:00;55;1,7;12,1;4,9
2013-09-27 05:06:00;2013-09-27 05:09:00;3;0;2;0,2;NA;NA;0;0;0;0;NA;NA;0;0;0;0;2013-09-27 05:06:00;2013-09-27 05:09:00;3;0,1;6,1;0,6
2013-09-27 06:23:00;2013-09-27 06:36:00;13;0,1;2,1;0,2;2013-09-27 06:33:00;2013-09-27 06:36:00;3;0,1;5,9;0,6;2013-09-27 06:23:00;2013-09-27 06:26:00;3;0,1;6,4;0,6;NA;NA;0;0;0;0
2013-09-28 02:09:00;2013-09-28 02:12:00;3;0;2;0,2;NA;NA;0;0;0;0;NA;NA;0;0;0;0;2013-09-28 02:09:00;2013-09-28 02:12:00;3;0,1;6,1;0,6
2013-09-28 05:12:00;2013-09-28 05:15:00;3;0;2,1;0,2;NA;NA;0;0;0;0;2013-09-28 05:12:00;2013-09-28 05:15:00;3;0,1;6,4;0,6;NA;NA;0;0;0;0
2013-09-28 06:21:00;2013-09-28 06:24:00;3;0;2;0,2;NA;NA;0;0;0;0;NA;NA;0;0;0;0;2013-09-28 06:21:00;2013-09-28 06:24:00;3;0,1;6,1;0,6
2013-09-28 07:30:00;2013-09-28 07:33:00;3;0;2;0,2;2013-09-28 07:30:00;2013-09-28 07:33:00;3;0,1;5,9;0,6;NA;NA;0;0;0;0;NA;NA;0;0;0;0
2013-09-29 04:38:00;2013-09-29 04:41:00;3;0;2;0,2;NA;NA;0;0;0;0;NA;NA;0;0;0;0;2013-09-29 04:38:00;2013-09-29 04:41:00;3;0,1;6,1;0,6
2013-09-29 09:01:00;2013-09-29 09:04:00;3;0;2,1;0,2;NA;NA;0;0;0;0;2013-09-29 09:01:00;2013-09-29 09:04:00;3;0,1;6,4;0,6;NA;NA;0;0;0;0
2013-10-01 06:43:00;2013-10-01 07:38:00;55;0,1;2;0,2;2013-10-01 07:35:00;2013-10-01 07:38:00;3;0,1;5,9;0,6;NA;NA;0;0;0;0;2013-10-01 06:43:00;2013-10-01 06:46:00;3;0,1;6,1;0,6
2013-10-03 07:17:00;2013-10-03 07:44:00;27;0,1;2;0,2;2013-10-03 07:41:00;2013-10-03 07:44:00;3;0,1;5,9;0,6;NA;NA;0;0;0;0;2013-10-03 07:17:00;2013-10-03 07:20:00;3;0,1;6,1;0,6
2013-10-03 11:24:00;2013-10-03 11:27:00;3;0;2,1;0,2;NA;NA;0;0;0;0;2013-10-03 11:24:00;2013-10-03 11:27:00;3;0,1;6,4;0,6;NA;NA;0;0;0;0
2013-10-08 02:07:00;2013-10-08 02:10:00;3;0;2;0,2;NA;NA;0;0;0;0;NA;NA;0;0;0;0;2013-10-08 02:07:00;2013-10-08 02:10:00;3;0,1;6,1;0,6
2013-10-08 03:41:00;2013-10-08 03:44:00;3;0;2,1;0,2;NA;NA;0;0;0;0;2013-10-08 03:41:00;2013-10-08 03:44:00;3;0,1;6,4;0,6;NA;NA;0;0;0;0
2013-10-08 05:36:00;2013-10-08 05:39:00;3;0;2;0,2;NA;NA;0;0;0;0;NA;NA;0;0;0;0;2013-10-08 05:36:00;2013-10-08 05:39:00;3;0,1;6,1;0,6
2013-10-08 06:59:00;2013-10-08 07:02:00;3;0;2,1;0,2;NA;NA;0;0;0;0;2013-10-08 06:59:00;2013-10-08 07:02:00;3;0,1;6,4;0,6;NA;NA;0;0;0;0
2013-10-09 06:07:00;2013-10-09 06:10:00;3;0;2;0,2;NA;NA;0;0;0;0;NA;NA;0;0;0;0;2013-10-09 06:07:00;2013-10-09 06:10:00;3;0,1;6,1;0,6
2013-10-09 08:11:00;2013-10-09 08:14:00;3;0;2;0,2;2013-10-09 08:11:00;2013-10-09 08:14:00;3;0,1;5,9;0,6;NA;NA;0;0;0;0;NA;NA;0;0;0;0
2013-10-10 16:54:00;2013-10-11 01:11:00;497;18,9;12,3;8,8;2013-10-10 17:00:00;2013-10-11 01:02:00;482;20;12,6;9,8;2013-10-10 16:54:00;2013-10-11 00:57:00;483;18,6;24,8;11,1;2013-10-10 16:57:00;2013-10-11 01:11:00;494;18,1;12,3;10,4
2013-10-11 03:59:00;2013-10-11 04:02:00;3;0;2,1;0,2;NA;NA;0;0;0;0;2013-10-11 03:59:00;2013-10-11 04:02:00;3;0,1;6,4;0,6;NA;NA;0;0;0;0
2013-10-11 06:13:00;2013-10-11 06:16:00;3;0;2;0,2;2013-10-11 06:13:00;2013-10-11 06:16:00;3;0,1;5,9;0,6;NA;NA;0;0;0;0;NA;NA;0;0;0;0
2013-10-11 11:00:00;2013-10-11 17:53:00;413;6,9;12,2;7,9;2013-10-11 11:06:00;2013-10-11 17:46:00;400;6,7;18,8;8,6;2013-10-11 11:00:00;2013-10-11 17:34:00;394;7,4;18,4;7,9;2013-10-11 11:08:00;2013-10-11 17:53:00;405;6,6;18,5;8,5
2013-10-12 13:31:00;2013-10-12 14:53:00;82;1;4,1;1,8;2013-10-12 13:31:00;2013-10-12 14:53:00;82;1,1;5,9;1,8;2013-10-12 13:31:00;2013-10-12 14:52:00;81;1,1;6,4;1,9;2013-10-12 13:44:00;2013-10-12 14:46:00;62;0,9;6,1;1,8
2013-10-12 16:35:00;2013-10-12 18:04:00;89;0,6;4;1;2013-10-12 16:35:00;2013-10-12 17:57:00;82;0,6;5,9;1,2;2013-10-12 16:42:00;2013-10-12 17:56:00;74;0,5;6,4;0,6;2013-10-12 16:39:00;2013-10-12 18:04:00;85;0,6;6,1;1,2
2013-10-12 22:55:00;2013-10-12 22:58:00;3;0;2;0,2;2013-10-12 22:55:00;2013-10-12 22:58:00;3;0,1;5,9;0,6;NA;NA;0;0;0;0;NA;NA;0;0;0;0
2013-10-14 01:48:00;2013-10-14 01:59:00;11;0,1;2,1;0,4;NA;NA;0;0;0;0;2013-10-14 01:56:00;2013-10-14 01:59:00;3;0,1;6,4;0,6;2013-10-14 01:48:00;2013-10-14 01:51:00;3;0,1;6,1;0,6
2013-10-14 04:23:00;2013-10-14 05:05:00;42;0,1;2,1;0,2;2013-10-14 05:02:00;2013-10-14 05:05:00;3;0,1;5,9;0,6;2013-10-14 04:39:00;2013-10-14 04:42:00;3;0,1;6,4;0,6;2013-10-14 04:23:00;2013-10-14 04:26:00;3;0,1;6,1;0,6
2013-10-14 06:51:00;2013-10-14 06:54:00;3;0;2;0,2;NA;NA;0;0;0;0;NA;NA;0;0;0;0;2013-10-14 06:51:00;2013-10-14 06:54:00;3;0,1;6,1;0,6
2013-10-14 08:11:00;2013-10-14 08:14:00;3;0;2,1;0,2;NA;NA;0;0;0;0;2013-10-14 08:11:00;2013-10-14 08:14:00;3;0,1;6,4;0,6;NA;NA;0;0;0;0
2013-10-15 01:59:00;2013-10-15 02:02:00;3;0;2;0,2;NA;NA;0;0;0;0;NA;NA;0;0;0;0;2013-10-15 01:59:00;2013-10-15 02:02:00;3;0,1;6,1;0,6
2013-10-15 04:23:00;2013-10-15 04:26:00;3;0;2;0,2;2013-10-15 04:23:00;2013-10-15 04:26:00;3;0,1;5,9;0,6;NA;NA;0;0;0;0;NA;NA;0;0;0;0
2013-10-15 08:29:00;2013-10-15 08:32:00;3;0;2,1;0,2;NA;NA;0;0;0;0;2013-10-15 08:29:00;2013-10-15 08:32:00;3;0,1;6,4;0,6;NA;NA;0;0;0;0
2013-10-15 17:46:00;2013-10-15 17:49:00;3;0;2;0,2;NA;NA;0;0;0;0;NA;NA;0;0;0;0;2013-10-15 17:46:00;2013-10-15 17:49:00;3;0,1;6,1;0,6
2013-10-17 00:03:00;2013-10-17 00:06:00;3;0;2;0,2;NA;NA;0;0;0;0;NA;NA;0;0;0;0;2013-10-17 00:03:00;2013-10-17 00:06:00;3;0,1;6,1;0,6
2013-10-17 01:34:00;2013-10-17 01:37:00;3;0;2;0,2;2013-10-17 01:34:00;2013-10-17 01:37:00;3;0,1;5,9;0,6;NA;NA;0;0;0;0;NA;NA;0;0;0;0
2013-10-17 04:52:00;2013-10-17 04:59:00;7;0,1;2,1;0,4;NA;NA;0;0;0;0;2013-10-17 04:52:00;2013-10-17 04:55:00;3;0,1;6,4;0,6;2013-10-17 04:56:00;2013-10-17 04:59:00;3;0,1;6,1;0,6
2013-10-17 06:34:00;2013-10-17 08:33:00;119;2,2;6,1;4,4;2013-10-17 06:34:00;2013-10-17 08:29:00;115;2,2;6,1;4,8;2013-10-17 07:35:00;2013-10-17 08:33:00;58;2,4;6,4;4,3;2013-10-17 07:36:00;2013-10-17 08:31:00;55;2,1;6,1;4,2
2013-10-17 10:01:00;2013-10-17 10:04:00;3;0;2;0,2;2013-10-17 10:01:00;2013-10-17 10:04:00;3;0,1;5,9;0,6;NA;NA;0;0;0;0;NA;NA;0;0;0;0
2013-10-17 14:34:00;2013-10-17 14:37:00;3;0;2,1;0,2;NA;NA;0;0;0;0;2013-10-17 14:34:00;2013-10-17 14:37:00;3;0,1;6,4;0,6;NA;NA;0;0;0;0
2013-10-17 23:35:00;2013-10-18 00:33:00;58;0,8;6,4;3,7;2013-10-17 23:35:00;2013-10-18 00:08:00;33;0,8;12,1;4,2;2013-10-17 23:38:00;2013-10-18 00:33:00;55;0,9;6,4;3,7;2013-10-17 23:39:00;2013-10-18 00:17:00;38;0,7;13,2;3,8
2013-10-19 03:52:00;2013-10-19 03:55:00;3;0;2;0,2;NA;NA;0;0;0;0;NA;NA;0;0;0;0;2013-10-19 03:52:00;2013-10-19 03:55:00;3;0,1;6,1;0,6
2013-10-19 05:05:00;2013-10-19 05:08:00;3;0;2,1;0,2;NA;NA;0;0;0;0;2013-10-19 05:05:00;2013-10-19 05:08:00;3;0,1;6,4;0,6;NA;NA;0;0;0;0
2013-10-19 07:32:00;2013-10-19 07:44:00;12;0,1;2;0,4;2013-10-19 07:32:00;2013-10-19 07:35:00;3;0,1;5,9;0,6;NA;NA;0;0;0;0;2013-10-19 07:41:00;2013-10-19 07:44:00;3;0,1;6,1;0,6
2013-10-19 14:06:00;2013-10-19 14:09:00;3;0;2,1;0,2;NA;NA;0;0;0;0;2013-10-19 14:06:00;2013-10-19 14:09:00;3;0,1;6,4;0,6;NA;NA;0;0;0;0
2013-10-20 17:05:00;2013-10-20 18:45:00;100;5,8;16,6;11,1;2013-10-20 17:05:00;2013-10-20 18:05:00;60;5,3;12,6;9,2;2013-10-20 17:08:00;2013-10-20 18:45:00;97;6,1;31,3;13,6;2013-10-20 17:07:00;2013-10-20 18:17:00;70;5,9;18,9;11,7
2013-10-20 19:49:00;2013-10-20 19:52:00;3;0;2;0,2;2013-10-20 19:49:00;2013-10-20 19:52:00;3;0,1;5,9;0,6;NA;NA;0;0;0;0;NA;NA;0;0;0;0
2013-10-21 03:05:00;2013-10-21 04:02:00;57;0,1;2,1;0,2;2013-10-21 03:59:00;2013-10-21 04:02:00;3;0,1;5,9;0,6;2013-10-21 03:05:00;2013-10-21 03:08:00;3;0,1;6,4;0,6;2013-10-21 03:37:00;2013-10-21 03:40:00;3;0,1;6,1;0,6
2013-10-23 00:30:00;2013-10-23 00:33:00;3;0;2;0,2;2013-10-23 00:30:00;2013-10-23 00:33:00;3;0,1;5,9;0,6;NA;NA;0;0;0;0;NA;NA;0;0;0;0
2013-10-23 02:29:00;2013-10-23 02:32:00;3;0;2,1;0,2;NA;NA;0;0;0;0;2013-10-23 02:29:00;2013-10-23 02:32:00;3;0,1;6,4;0,6;NA;NA;0;0;0;0
2013-10-23 04:03:00;2013-10-23 04:46:00;43;0,1;4,4;0,4;2013-10-23 04:03:00;2013-10-23 04:06:00;3;0,1;5,9;0,6;2013-10-23 04:43:00;2013-10-23 04:46:00;3;0,1;6,4;0,6;2013-10-23 04:18:00;2013-10-23 04:21:00;3;0,2;13,2;1,3
2013-10-23 06:49:00;2013-10-23 07:35:00;46;0,1;2,1;0,4;2013-10-23 07:24:00;2013-10-23 07:27:00;3;0,1;5,9;0,6;2013-10-23 07:32:00;2013-10-23 07:35:00;3;0,1;6,4;0,6;2013-10-23 06:49:00;2013-10-23 06:52:00;3;0,1;6,1;0,6
2013-10-23 20:08:00;2013-10-23 21:07:00;59;0,1;2,1;0,2;2013-10-23 21:04:00;2013-10-23 21:07:00;3;0,1;5,9;0,6;2013-10-23 20:08:00;2013-10-23 20:10:00;2;0,1;6,4;0,6;NA;NA;0;0;0;0
2013-10-23 23:22:00;2013-10-24 02:03:00;161;0,9;4,2;1,6;2013-10-23 23:29:00;2013-10-24 02:03:00;154;0,8;5,9;1,8;2013-10-23 23:29:00;2013-10-24 01:11:00;102;0,9;6,4;1,9;2013-10-23 23:22:00;2013-10-24 01:12:00;110;0,9;6,1;1,8
2013-10-25 04:01:00;2013-10-25 04:36:00;35;0,1;2,1;0,2;NA;NA;0;0;0;0;2013-10-25 04:01:00;2013-10-25 04:04:00;3;0,1;6,4;0,6;2013-10-25 04:33:00;2013-10-25 04:36:00;3;0,1;6,1;0,6
2013-10-25 06:15:00;2013-10-25 06:47:00;32;0,1;2,1;0,4;2013-10-25 06:44:00;2013-10-25 06:47:00;3;0,1;5,9;0,6;2013-10-25 06:15:00;2013-10-25 06:18:00;3;0,1;6,4;0,6;2013-10-25 06:21:00;2013-10-25 06:24:00;3;0,1;6,1;0,6
2013-10-26 00:20:00;2013-10-26 00:42:00;22;0,1;2,1;0,2;NA;NA;0;0;0;0;2013-10-26 00:20:00;2013-10-26 00:23:00;3;0,1;6,4;0,6;2013-10-26 00:39:00;2013-10-26 00:42:00;3;0,1;6,1;0,6
2013-10-26 03:04:00;2013-10-26 03:07:00;3;0;2;0,2;2013-10-26 03:04:00;2013-10-26 03:07:00;3;0,1;5,9;0,6;NA;NA;0;0;0;0;NA;NA;0;0;0;0
2013-10-27 11:27:00;2013-10-27 11:30:00;3;0;2,1;0,2;NA;NA;0;0;0;0;2013-10-27 11:27:00;2013-10-27 11:30:00;3;0,1;6,4;0,6;NA;NA;0;0;0;0
2013-10-29 09:37:00;2013-10-29 10:07:00;30;0,2;6,2;1,2;2013-10-29 09:39:00;2013-10-29 10:07:00;28;0,3;5,9;1,2;2013-10-29 09:40:00;2013-10-29 09:49:00;9;0,2;6,4;1,3;2013-10-29 09:37:00;2013-10-29 09:49:00;12;0,2;6,1;1,2
2013-10-29 11:59:00;2013-10-29 12:02:00;3;0;2,1;0,2;NA;NA;0;0;0;0;2013-10-29 11:59:00;2013-10-29 12:02:00;3;0,1;6,4;0,6;NA;NA;0;0;0;0
2013-10-31 08:40:00;2013-10-31 08:43:00;3;0;2;0,2;NA;NA;0;0;0;0;NA;NA;0;0;0;0;2013-10-31 08:40:00;2013-10-31 08:43:00;3;0,1;6,1;0,6
2013-11-02 06:11:00;2013-11-02 11:39:00;328;1,6;4;1,4;2013-11-02 06:11:00;2013-11-02 11:21:00;310;1,8;5,9;1,2;2013-11-02 06:22:00;2013-11-02 11:39:00;317;1,6;6,4;1,9;2013-11-02 06:23:00;2013-11-02 11:26:00;303;1,4;6,1;1,2
2013-11-03 08:39:00;2013-11-03 11:19:00;160;4,2;6,1;3,1;2013-11-03 08:39:00;2013-11-03 11:17:00;158;3,9;6;3;2013-11-03 08:41:00;2013-11-03 11:18:00;157;4,6;12,2;5,5;2013-11-03 08:45:00;2013-11-03 11:19:00;154;4,1;6,1;3
2013-11-04 11:21:00;2013-11-04 11:24:00;3;0;2;0,2;2013-11-04 11:21:00;2013-11-04 11:24:00;3;0,1;5,9;0,6;NA;NA;0;0;0;0;NA;NA;0;0;0;0
2013-11-05 02:35:00;2013-11-05 04:15:00;100;0,5;2,1;1;2013-11-05 02:35:00;2013-11-05 04:11:00;96;0,5;5,9;1,2;2013-11-05 02:38:00;2013-11-05 04:10:00;92;0,6;6,4;1,3;2013-11-05 02:40:00;2013-11-05 04:15:00;95;0,4;6,1;1,2
2013-11-06 01:43:00;2013-11-06 06:29:00;286;4,1;6,2;3,5;2013-11-06 01:43:00;2013-11-06 06:28:00;285;4,4;6,1;5,4;2013-11-06 01:43:00;2013-11-06 06:26:00;283;3,7;6,4;3,1;2013-11-06 01:52:00;2013-11-06 06:29:00;277;4,1;6,1;3,6
2013-11-06 11:04:00;2013-11-06 11:34:00;30;0,2;4,1;1,2;2013-11-06 11:04:00;2013-11-06 11:10:00;6;0,2;5,9;1,2;2013-11-06 11:04:00;2013-11-06 11:34:00;30;0,3;6,4;1,3;2013-11-06 11:07:00;2013-11-06 11:11:00;4;0,2;6,1;1,2
2013-11-06 21:10:00;2013-11-07 02:40:00;330;3,2;6,1;2,1;2013-11-06 21:11:00;2013-11-07 02:40:00;329;2,9;5,9;1,8;2013-11-06 21:18:00;2013-11-07 02:38:00;320;3,8;6,4;2,5;2013-11-06 21:10:00;2013-11-07 02:23:00;313;2,9;6,1;2,4
2013-11-07 03:54:00;2013-11-07 03:57:00;3;0;2;0,2;NA;NA;0;0;0;0;NA;NA;0;0;0;0;2013-11-07 03:54:00;2013-11-07 03:57:00;3;0,1;6,1;0,6
2013-11-08 17:53:00;2013-11-08 19:18:00;85;0,7;4,2;1,4;2013-11-08 17:53:00;2013-11-08 19:18:00;85;0,9;5,9;1,2;2013-11-08 17:54:00;2013-11-08 19:00:00;66;0,5;6,4;1,3;2013-11-08 17:54:00;2013-11-08 19:06:00;72;0,7;6,1;1,8
2013-11-09 04:14:00;2013-11-09 07:17:00;183;2,4;4,2;2,6;2013-11-09 04:18:00;2013-11-09 06:32:00;134;2,3;6;2,4;2013-11-09 04:14:00;2013-11-09 07:17:00;183;2,2;6,4;2,5;2013-11-09 04:32:00;2013-11-09 06:35:00;123;2,6;6,1;3,6
2013-11-10 13:06:00;2013-11-10 20:27:00;441;8,1;6,2;2,5;2013-11-10 13:07:00;2013-11-10 20:22:00;435;7,6;5,9;2,4;2013-11-10 13:06:00;2013-11-10 20:24:00;438;8,5;6,4;3,1;2013-11-10 13:07:00;2013-11-10 20:27:00;440;8,2;6,1;2,4
2013-11-11 10:34:00;2013-11-11 11:04:00;30;0,1;2,1;0,6;2013-11-11 10:34:00;2013-11-11 11:04:00;30;0,2;5,9;0,6;2013-11-11 10:35:00;2013-11-11 10:38:00;3;0,1;6,4;0,6;2013-11-11 10:38:00;2013-11-11 10:41:00;3;0,1;6,1;0,6
2013-11-13 07:15:00;2013-11-13 07:33:00;18;0,1;2,1;0,4;2013-11-13 07:29:00;2013-11-13 07:32:00;3;0,1;5,9;0,6;2013-11-13 07:15:00;2013-11-13 07:18:00;3;0,1;6,4;0,6;2013-11-13 07:30:00;2013-11-13 07:33:00;3;0,1;6,1;0,6
2013-11-13 22:46:00;2013-11-13 22:48:00;2;0;2;0,2;NA;NA;0;0;0;0;NA;NA;0;0;0;0;2013-11-13 22:46:00;2013-11-13 22:48:00;2;0,1;6,1;0,6
2013-11-14 02:17:00;2013-11-14 02:20:00;3;0;2;0,2;NA;NA;0;0;0;0;NA;NA;0;0;0;0;2013-11-14 02:17:00;2013-11-14 02:20:00;3;0,1;6,1;0,6
2013-11-14 08:31:00;2013-11-14 09:12:00;41;0,1;2,1;0,4;2013-11-14 08:31:00;2013-11-14 08:34:00;3;0,1;5,9;0,6;2013-11-14 09:05:00;2013-11-14 09:08:00;3;0,1;6,4;0,6;2013-11-14 09:09:00;2013-11-14 09:12:00;3;0,1;6,1;0,6
2013-11-15 06:32:00;2013-11-15 10:01:00;209;1,4;4,1;1,4;2013-11-15 06:37:00;2013-11-15 10:01:00;204;1,5;5,9;1,8;2013-11-15 06:32:00;2013-11-15 09:32:00;180;1,5;6,4;1,3;2013-11-15 06:40:00;2013-11-15 09:46:00;186;1,1;6,1;1,2
2013-11-16 23:35:00;2013-11-16 23:48:00;13;0,1;2,1;0,2;NA;NA;0;0;0;0;2013-11-16 23:35:00;2013-11-16 23:38:00;3;0,1;6,4;0,6;2013-11-16 23:45:00;2013-11-16 23:48:00;3;0,1;6,1;0,6
2013-11-17 02:47:00;2013-11-17 02:50:00;3;0;2,1;0,2;NA;NA;0;0;0;0;2013-11-17 02:47:00;2013-11-17 02:50:00;3;0,1;6,4;0,6;NA;NA;0;0;0;0
2013-11-17 06:43:00;2013-11-17 08:58:00;135;0,2;2,1;0,2;2013-11-17 06:43:00;2013-11-17 08:58:00;135;0,2;5,9;0,6;2013-11-17 08:21:00;2013-11-17 08:24:00;3;0,1;6,4;0,6;2013-11-17 07:22:00;2013-11-17 08:44:00;82;0,2;6,1;0,6
2013-11-17 16:04:00;2013-11-17 16:07:00;3;0;2,1;0,2;NA;NA;0;0;0;0;2013-11-17 16:04:00;2013-11-17 16:07:00;3;0,1;6,4;0,6;NA;NA;0;0;0;0
2013-11-17 21:43:00;2013-11-17 21:46:00;3;0;2,1;0,2;NA;NA;0;0;0;0;2013-11-17 21:43:00;2013-11-17 21:46:00;3;0,1;6,4;0,6;NA;NA;0;0;0;0
2013-11-17 22:54:00;2013-11-17 23:14:00;20;0,1;2;0,2;2013-11-17 22:54:00;2013-11-17 22:57:00;3;0,1;5,9;0,6;NA;NA;0;0;0;0;2013-11-17 23:11:00;2013-11-17 23:14:00;3;0,1;6,1;0,6
2013-11-20 00:49:00;2013-11-20 03:42:00;173;0,9;4;1,2;2013-11-20 00:50:00;2013-11-20 03:38:00;168;0,8;5,9;0,6;2013-11-20 00:49:00;2013-11-20 02:39:00;110;1;6,4;1,9;2013-11-20 00:51:00;2013-11-20 03:42:00;171;0,8;6,1;1,2
2013-11-20 04:59:00;2013-11-20 05:20:00;21;0,1;2,1;0,4;2013-11-20 05:17:00;2013-11-20 05:20:00;3;0,1;5,9;0,6;2013-11-20 05:02:00;2013-11-20 05:05:00;3;0,1;6,4;0,6;2013-11-20 04:59:00;2013-11-20 05:02:00;3;0,1;6,1;0,6
2013-11-20 07:03:00;2013-11-20 09:42:00;159;2;4,2;2,1;2013-11-20 07:20:00;2013-11-20 09:42:00;142;1,7;5,9;1,8;2013-11-20 07:09:00;2013-11-20 09:39:00;150;2,3;6,4;2,5;2013-11-20 07:03:00;2013-11-20 09:42:00;159;2;6,1;2,4
2013-11-21 21:30:00;2013-11-21 21:44:00;14;0,1;2,1;0,4;2013-11-21 21:30:00;2013-11-21 21:33:00;3;0,1;5,9;0,6;2013-11-21 21:41:00;2013-11-21 21:44:00;3;0,1;6,4;0,6;2013-11-21 21:38:00;2013-11-21 21:41:00;3;0,1;6,1;0,6
2013-11-21 23:00:00;2013-11-21 23:03:00;3;0;2;0,2;2013-11-21 23:00:00;2013-11-21 23:03:00;3;0,1;5,9;0,6;NA;NA;0;0;0;0;NA;NA;0;0;0;0
2013-11-22 00:16:00;2013-11-22 01:09:00;53;0,1;2,1;0,2;NA;NA;0;0;0;0;2013-11-22 01:06:00;2013-11-22 01:09:00;3;0,1;6,4;0,6;2013-11-22 00:16:00;2013-11-22 00:19:00;3;0,1;6,1;0,6
2013-11-22 02:23:00;2013-11-22 02:26:00;3;0;2;0,2;2013-11-22 02:23:00;2013-11-22 02:26:00;3;0,1;5,9;0,6;NA;NA;0;0;0;0;NA;NA;0;0;0;0
2013-11-23 14:23:00;2013-11-23 14:26:00;3;0;2;0,2;NA;NA;0;0;0;0;NA;NA;0;0;0;0;2013-11-23 14:23:00;2013-11-23 14:26:00;3;0,1;6,1;0,6
2013-11-24 08:11:00;2013-11-24 08:14:00;3;0;2,1;0,2;NA;NA;0;0;0;0;2013-11-24 08:11:00;2013-11-24 08:14:00;3;0,1;6,4;0,6;NA;NA;0;0;0;0
2013-11-24 18:39:00;2013-11-24 18:47:00;8;0,1;2,1;0,6;2013-11-24 18:43:00;2013-11-24 18:46:00;3;0,1;5,9;0,6;2013-11-24 18:44:00;2013-11-24 18:47:00;3;0,1;6,4;0,6;2013-11-24 18:39:00;2013-11-24 18:42:00;3;0,1;6,1;0,6
2013-11-24 20:08:00;2013-11-24 21:14:00;66;0,3;4;1,4;2013-11-24 20:10:00;2013-11-24 20:17:00;7;0,3;6;1,8;2013-11-24 20:15:00;2013-11-24 21:14:00;59;0,3;6,4;1,3;2013-11-24 20:08:00;2013-11-24 20:27:00;19;0,4;6,1;1,8
2013-11-27 10:00:00;2013-11-27 10:03:00;3;0;2;0,2;2013-11-27 10:00:00;2013-11-27 10:03:00;3;0,1;5,9;0,6;NA;NA;0;0;0;0;NA;NA;0;0;0;0
2013-11-28 22:22:00;2013-11-28 22:31:00;9;0,1;2,1;0,8;NA;NA;0;0;0;0;2013-11-28 22:22:00;2013-11-28 22:31:00;9;0,4;6,4;2,5;NA;NA;0;0;0;0
2013-11-29 00:55:00;2013-11-29 00:58:00;3;0;2;0,2;2013-11-29 00:55:00;2013-11-29 00:58:00;3;0,1;5,9;0,6;NA;NA;0;0;0;0;NA;NA;0;0;0;0
2013-11-29 06:09:00;2013-11-29 06:12:00;3;0;2,1;0,2;NA;NA;0;0;0;0;2013-11-29 06:09:00;2013-11-29 06:12:00;3;0,1;6,4;0,6;NA;NA;0;0;0;0
2013-11-29 07:19:00;2013-11-29 08:39:00;80;0,3;2,1;0,8;2013-11-29 07:44:00;2013-11-29 08:39:00;55;0,3;5,9;0,6;2013-11-29 08:03:00;2013-11-29 08:34:00;31;0,3;6,4;0,6;2013-11-29 07:19:00;2013-11-29 08:28:00;69;0,3;6,1;1,2
2013-11-29 10:34:00;2013-11-29 10:58:00;24;0,2;4,2;0,8;2013-11-29 10:34:00;2013-11-29 10:58:00;24;0,3;5,9;1,2;2013-11-29 10:45:00;2013-11-29 10:48:00;3;0,1;6,4;0,6;2013-11-29 10:38:00;2013-11-29 10:55:00;17;0,3;6,1;1,2
2013-11-29 19:31:00;2013-11-29 20:21:00;50;0,9;4,1;2,2;2013-11-29 19:33:00;2013-11-29 20:21:00;48;0,9;5,9;2,4;2013-11-29 19:31:00;2013-11-29 20:14:00;43;1;6,4;2,5;2013-11-29 19:33:00;2013-11-29 20:08:00;35;0,8;6,1;2,4
2013-11-29 23:35:00;2013-11-30 00:35:00;60;1,2;6,2;3,1;2013-11-29 23:35:00;2013-11-30 00:31:00;56;1,1;6;3;2013-11-29 23:35:00;2013-11-30 00:32:00;57;1,3;6,4;3,1;2013-11-29 23:37:00;2013-11-30 00:35:00;58;1,2;6,1;3
2013-11-30 14:11:00;2013-11-30 14:14:00;3;0;2,1;0,2;NA;NA;0;0;0;0;2013-11-30 14:11:00;2013-11-30 14:14:00;3;0,1;6,4;0,6;NA;NA;0;0;0;0
2013-11-30 17:20:00;2013-11-30 17:23:00;3;0;2;0,2;NA;NA;0;0;0;0;NA;NA;0;0;0;0;2013-11-30 17:20:00;2013-11-30 17:23:00;3;0,1;6,1;0,6
